UID,abn,file_extension,filesize,image_link,index:0,index:1,index:2,index:3,index:4,index:5,index:6,index:7,industry,legal_name,link,linkdown,number_of_emps,reporting_period,state,title,
86092288376:2010-2011,86092288376,DOC, - 276 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-25-00%20535272%20Public%20Version%20-%20EOWA%202011%20Reportv3.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-25-00%20535272%20Public%20Version%20-%20EOWA%202011%20Reportv3.doc,539,2010-2011,Western Australia,ConocoPhillips Australia Pty Ltd,
86092288376:2012-2013,86092288376,DOC, - 72.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2004-14-00%20619059%20Public%20Version%20-%20ConocoPhillips%20WGEA%20Public%20Report%20Form%202012-2013%20Revised%2011%20July%202013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2004-14-00%20619059%20Public%20Version%20-%20ConocoPhillips%20WGEA%20Public%20Report%20Form%202012-2013%20Revised%2011%20July%202013.doc,707,2012-2013,Western Australia,ConocoPhillips Australia Pty Ltd,
86092288376:2013-2014,86092288376,PDF, - 137.27 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_jqmubucddg.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_jqmubucddg.pdf,723,2013-2014,WA,ConocoPhillips Australia Pty Ltd,
86092288376:2014-2015,86092288376,PDF, - 143.69 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_thlio5ol3x.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_thlio5ol3x.pdf,859,2014-2015,WA,ConocoPhillips Australia Pty Ltd,
86092288376:2015-2016,86092288376,PDF, - 365.28 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,ConocoPhillips Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_qc2dghi3rr.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_qc2dghi3rr.pdf,923,2015-2016,WA,ConocoPhillips Australia Pty Ltd,
87008670817:2012-2013,87008670817,DOC, - 69 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mount Gibson Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-16%2012-34-00%20613663%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_Mount%20Gibson%20Iron%20Limited.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-16%2012-34-00%20613663%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_Mount%20Gibson%20Iron%20Limited.doc,510,2012-2013,Western Australia,Mount Gibson Iron Limited,
87008670817:2013-2014,87008670817,PDF, - 128.05 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mount Gibson Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_sdi8firxcm.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_sdi8firxcm.pdf,631,2013-2014,WA,Mount Gibson Iron Limited,
87008670817:2014-2015,87008670817,PDF, - 135.57 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mount Gibson Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_gjtvlwpwzz.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_gjtvlwpwzz.pdf,275,2014-2015,WA,Mount Gibson Iron Limited,
87008670817:2015-2016,87008670817,PDF, - 347.56 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Mount Gibson Iron Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_fhulirkzkk.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_fhulirkzkk.pdf,139,2015-2016,WA,Mount Gibson Iron Limited,
87010221486:2006-2007,87010221486,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-03-00%20428376%20Public%20Version%20-%20Thiess%20Pty%20Ltd%20%20%20-%20EOWA%20Report%20-%201st%20April%202006%20to%2031st%20March%202007.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-03-00%20428376%20Public%20Version%20-%20Thiess%20Pty%20Ltd%20%20%20-%20EOWA%20Report%20-%201st%20April%202006%20to%2031st%20March%202007.doc,7728,2006-2007,Queensland,Thiess Pty Ltd,
87010221486:2007-2008,87010221486,DOC, - 167 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-49-00%20453356%20Public%20Version%20-%20Thiess%20Pty%20Ltd%20%20%20-%20EOWA%20Report%20-%201st%20April%202007%20to%2031st%20March%202008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-49-00%20453356%20Public%20Version%20-%20Thiess%20Pty%20Ltd%20%20%20-%20EOWA%20Report%20-%201st%20April%202007%20to%2031st%20March%202008.doc,7632,2007-2008,Queensland,Thiess Pty Ltd,
87010221486:2008-2009,87010221486,DOC, - 204 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-18-00%20477415%20Public%20Version%20-%20Thiess%20Pty%20Ltd%20%20%20-%20EOWA%20Report%20-%201st%20April%202008%20to%2031st%20March%202009.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-18-00%20477415%20Public%20Version%20-%20Thiess%20Pty%20Ltd%20%20%20-%20EOWA%20Report%20-%201st%20April%202008%20to%2031st%20March%202009.doc,7211,2008-2009,Queensland,Thiess Pty Ltd,
87010221486:2009-2010,87010221486,DOC, - 162 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-13-00%20506736%20Public%20Version%20-%20Thiess%20EOWA%20Report%202010.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-13-00%20506736%20Public%20Version%20-%20Thiess%20EOWA%20Report%202010.doc,8837,2009-2010,Queensland,Thiess Pty Ltd,
87010221486:2010-2011,87010221486,DOC, - 187 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-24-00%20539287%20Public%20Version%20-%20EOWA%20Public%20Report%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-24-00%20539287%20Public%20Version%20-%20EOWA%20Public%20Report%202011.doc,9591,2010-2011,Queensland,Thiess Pty Ltd,
87010221486:2011-2012,87010221486,DOC, - 292.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-22-00%20563632%20Public%20Version%20-%20Thiess.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-22-00%20563632%20Public%20Version%20-%20Thiess.doc,10575,2011-2012,Queensland,Thiess Pty Ltd,
87010221486:2012-2013,87010221486,DOC, - 1.04 MB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2003-19-00%20614188%20Public%20Version%20-%20WGEA%202013%20-%20Thiess%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-30%2003-19-00%20614188%20Public%20Version%20-%20WGEA%202013%20-%20Thiess%20Report.doc,9756,2012-2013,Queensland,Thiess Pty Ltd,
87010221486:2013-2014,87010221486,PDF, - 124.26 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_kj7dl3ew0t.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_kj7dl3ew0t.pdf,11069,2013-2014,QLD,Thiess Pty Ltd,
87010221486:2014-2015,87010221486,PDF, - 138.53 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ngrpun3t9u.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ngrpun3t9u.pdf,13729,2014-2015,QLD,Thiess Pty Ltd,
87010221486:2015-2016,87010221486,PDF, - 358.67 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thiess Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_xi1idppght.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_xi1idppght.pdf,2969,2015-2016,QLD,Thiess Pty Ltd,
87073088945:2009-2010,87073088945,DOC, - 115 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Donaldson Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-11-00%20511966%20Public%20Version%20-%20Public_Report_Form_100518.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2006-11-00%20511966%20Public%20Version%20-%20Public_Report_Form_100518.doc,357,2009-2010,New South Wales,Donaldson Coal Pty Ltd,
87073088945:2010-2011,87073088945,DOC, - 103.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Donaldson Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-24-00%20534560%20Public%20Version%20-%20Donaldson_Coal_EEO_Public_Report_Form_110519.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-24-00%20534560%20Public%20Version%20-%20Donaldson_Coal_EEO_Public_Report_Form_110519.doc,357,2010-2011,New South Wales,Donaldson Coal Pty Ltd,
87073088945:2011-2012,87073088945,DOC, - 160 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Donaldson Coal Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-06-08%2011-46-00%20562225%20Public%20Version%20-%20Donaldson_Coal_EEO_Public_Report_Form_120515.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-06-08%2011-46-00%20562225%20Public%20Version%20-%20Donaldson_Coal_EEO_Public_Report_Form_120515.doc,,2011-2012,New South Wales,Donaldson Coal Pty Ltd,
88008766407:2013-2014,88008766407,PDF, - 135.06 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BGC Contracting Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_doc5mhi2ry.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_doc5mhi2ry.pdf,2292,2013-2014,WA,BGC Contracting Pty Ltd,
88008766407:2014-2015,88008766407,PDF, - 142.42 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BGC Contracting Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_mg4xvreoap.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_mg4xvreoap.pdf,1945,2014-2015,WA,BGC Contracting Pty Ltd,
88008766407:2015-2016,88008766407,PDF, - 352.58 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BGC Contracting Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_xlv31yb3ox.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_xlv31yb3ox.pdf,1276,2015-2016,WA,BGC Contracting Pty Ltd,
88008766407:2015-2016-1,88008766407,PDF, - 352.62 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,BGC Contracting Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_e4sunmyq8y.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_e4sunmyq8y.pdf,1276,2015-2016,WA,BGC Contracting Pty Ltd,
88009734794:2006-2007,88009734794,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-06-00%20428598%20Public%20Version%20-%20Public%20Report%20-%20Golding%20Contractors%20Pty%20Ltd.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-06-00%20428598%20Public%20Version%20-%20Public%20Report%20-%20Golding%20Contractors%20Pty%20Ltd.doc,758,2006-2007,Queensland,Golding Contractors Pty Ltd,
88009734794:2007-2008,88009734794,DOC, - 1.09 MB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-00-00%20453874%20Public%20Version%20-%20GCPL%20EOWA%20Report%202008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-00-00%20453874%20Public%20Version%20-%20GCPL%20EOWA%20Report%202008.doc,956,2007-2008,Queensland,Golding Contractors Pty Ltd,
88009734794:2008-2009,88009734794,DOC, - 339.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-30-00%20479076%20Public%20Version%20-%202008-2009%20report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-30-00%20479076%20Public%20Version%20-%202008-2009%20report.doc,1071,2008-2009,Queensland,Golding Contractors Pty Ltd,
88009734794:2009-2010,88009734794,DOC, - 197.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-49-00%20504210%20Public%20Version%20-%202010%20report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-49-00%20504210%20Public%20Version%20-%202010%20report.doc,821,2009-2010,Queensland,Golding Contractors Pty Ltd,
88009734794:2010-2011,88009734794,DOC, - 152 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-58-00%20538277%20Public%20Version%20-%20Golding%20EOWA%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-58-00%20538277%20Public%20Version%20-%20Golding%20EOWA%202011.doc,1265,2010-2011,Queensland,Golding Contractors Pty Ltd,
88009734794:2011-2012,88009734794,DOC, - 136 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-24-00%20563470%20Public%20Version%20-%20Golding%20Contractors.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-24-00%20563470%20Public%20Version%20-%20Golding%20Contractors.doc,2275,2011-2012,Queensland,Golding Contractors Pty Ltd,
88009734794:2012-2013,88009734794,DOC, - 93 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Golding Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-16%2001-03-00%20611414%20Public%20Version%20-%20Golding%20Contractors%20Pty%20Ltd%20Workplace%20Gender%20Report%202013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-16%2001-03-00%20611414%20Public%20Version%20-%20Golding%20Contractors%20Pty%20Ltd%20Workplace%20Gender%20Report%202013.doc,1252,2012-2013,Queensland,Golding Contractors Pty Ltd,
89008759500:2012-2013,89008759500,PDF, - 153.67 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Shark Bay Salt Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-01%2002-07-00%20630504%20Public%20Version%20-%20SSYD03MFD113100113390.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-01%2002-07-00%20630504%20Public%20Version%20-%20SSYD03MFD113100113390.pdf,202,2012-2013,Western Australia,Shark Bay Salt Pty Ltd,
89008759500:2013-2014,89008759500,PDF, - 129.39 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Shark Bay Salt Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ikplculdky.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ikplculdky.pdf,202,2013-2014,WA,Shark Bay Salt Pty Ltd,
89008759500:2014-2015,89008759500,PDF, - 131.93 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Shark Bay Salt Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_uvv33dzuue.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_uvv33dzuue.pdf,256,2014-2015,WA,Shark Bay Salt Pty Ltd,
89008759500:2015-2016,89008759500,PDF, - 343.68 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Shark Bay Salt Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_bphyldcvy6.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_bphyldcvy6.pdf,242,2015-2016,WA,Shark Bay Salt Pty Ltd,
89069815318:2013-2014,89069815318,PDF, - 127.48 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cape Crushing and Earthmoving Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_omg2pwhut0.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_omg2pwhut0.pdf,154,2013-2014,WA,Cape Crushing and Earthmoving Contractors Pty Ltd,
89069815318:2014-2015,89069815318,PDF, - 131 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cape Crushing and Earthmoving Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_etej0n5par.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_etej0n5par.pdf,189,2014-2015,WA,Cape Crushing and Earthmoving Contractors Pty Ltd,
89069815318:2015-2016,89069815318,PDF, - 343.41 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cape Crushing and Earthmoving Contractors Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_qgof15ruep.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_qgof15ruep.pdf,67,2015-2016,WA,Cape Crushing and Earthmoving Contractors Pty Ltd,
89158560911:2012-2013,89158560911,DOC, - 79 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Premier Coal Holdings Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-30%2002-26-00%20617937%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013%20Premier%20Coal%20Final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-30%2002-26-00%20617937%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013%20Premier%20Coal%20Final.doc,349,2012-2013,Western Australia,Premier Coal Holdings Pty Ltd,
89158560975:2012-2013,89158560975,DOC, - 82 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Yancoal Energy Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-30%2002-26-00%20617941%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_YEnergy%20FINAL.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-09-30%2002-26-00%20617941%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_YEnergy%20FINAL.doc,12,2012-2013,New South Wales,Yancoal Energy Pty Ltd,
90008167815:2006-2007,90008167815,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,McArthur River Mining Pty. Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-26-00%20429769%20Public%20Version%20-%202007%20EOWA%20report%20McArthur%20River%20Mining.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-26-00%20429769%20Public%20Version%20-%202007%20EOWA%20report%20McArthur%20River%20Mining.doc,147,2006-2007,Northern Territory,McArthur River Mining Pty. Ltd.,
90008167815:2007-2008,90008167815,DOC, - 201 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,McArthur River Mining Pty. Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-54-00%20454311%20Public%20Version%20-%202008%20MRM.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-54-00%20454311%20Public%20Version%20-%202008%20MRM.doc,192,2007-2008,Northern Territory,McArthur River Mining Pty. Ltd.,
90008167815:2008-2009,90008167815,DOC, - 118 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,McArthur River Mining Pty. Ltd.,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-33-00%20479294%20Public%20Version%20-%202009%20MRM.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-33-00%20479294%20Public%20Version%20-%202009%20MRM.doc,195,2008-2009,Northern Territory,McArthur River Mining Pty. Ltd.,
