UID,abn,file_extension,filesize,image_link,index:0,index:1,index:2,index:3,index:4,index:5,index:6,index:7,industry,legal_name,link,linkdown,number_of_emps,reporting_period,state,title,
60000263678:2010-2011,60000263678,DOC, - 122.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thomas \u0026 Coffey Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-51-00%20530413%20Public%20Version%20-%20T%26C%20EOWA%20Report%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-51-00%20530413%20Public%20Version%20-%20T%26C%20EOWA%20Report%202011.doc,1281,2010-2011,New South Wales,Thomas \u0026 Coffey Limited,
60000263678:2011-2012,60000263678,DOC, - 112 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thomas \u0026 Coffey Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-21-00%20561172%20Public%20Version%20-%20EOWA%20Report%202012.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-21-00%20561172%20Public%20Version%20-%20EOWA%20Report%202012.doc,1255,2011-2012,New South Wales,Thomas \u0026 Coffey Limited,
60000263678:2012-2013,60000263678,DOC, - 183.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Thomas \u0026 Coffey Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-05-27%2010-05-00%20599964%20Public%20Version%20-%20WGE%20Report%202013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-05-27%2010-05-00%20599964%20Public%20Version%20-%20WGE%20Report%202013.doc,1316,2012-2013,New South Wales,Thomas \u0026 Coffey Limited,
60000263678:2013-2014,60000263678,PDF, - 131.32 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,THO Services Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_wp0w6phcuv.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_wp0w6phcuv.pdf,804,2013-2014,NSW,THO Services Ltd,
60009213763:2012-2013,60009213763,DOC, - 88.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlantic Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2004-36-00%20612849%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_%20%28Atlantic%20Ltd%29.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2004-36-00%20612849%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_%20%28Atlantic%20Ltd%29.doc,203,2012-2013,Western Australia,Atlantic Ltd,
60009213763:2013-2014,60009213763,PDF, - 132.38 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlantic Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ous9z0td9f.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ous9z0td9f.pdf,230,2013-2014,WA,Atlantic Ltd,
60009213763:2014-2015,60009213763,PDF, - 134.79 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Atlantic Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_m0nznoyzco.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_m0nznoyzco.pdf,9,2014-2015,WA,Atlantic Ltd,
60009247858:2006-2007,60009247858,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-47-00%20430681%20Public%20Version%20-%20EEO%20Public_Report_Formv2.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-47-00%20430681%20Public%20Version%20-%20EEO%20Public_Report_Formv2.doc,316,2006-2007,Western Australia,Cristal Mining Australia Limited,
60009247858:2007-2008,60009247858,DOC, - 260 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-51-00%20456546%20Public%20Version%20-%20EEO%20Public%20Report%20Form%202008.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2005-51-00%20456546%20Public%20Version%20-%20EEO%20Public%20Report%20Form%202008.doc,308,2007-2008,Western Australia,Cristal Mining Australia Limited,
60009247858:2008-2009,60009247858,DOC, - 246.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-17-00%20477163%20Public%20Version%20-%20Bemax%20Public%20Report%20Form%202009%20DA.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-17-00%20477163%20Public%20Version%20-%20Bemax%20Public%20Report%20Form%202009%20DA.doc,301,2008-2009,Western Australia,Cristal Mining Australia Limited,
60009247858:2009-2010,60009247858,DOC, - 115.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-38-00%20508366%20Public%20Version%20-%20Public_Report_Form%20J.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-38-00%20508366%20Public%20Version%20-%20Public_Report_Form%20J.doc,295,2009-2010,Western Australia,Cristal Mining Australia Limited,
60009247858:2010-2011,60009247858,DOC, - 114 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-02-00%20539965%20Public%20Version%20-%20Bemax%20Public%20Report%20Form%202011%20July%202011.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2008-02-00%20539965%20Public%20Version%20-%20Bemax%20Public%20Report%20Form%202011%20July%202011.doc,316,2010-2011,Western Australia,Cristal Mining Australia Limited,
60009247858:2011-2012,60009247858,DOC, - 139 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-26-00%20564828%20Public%20Version%20-%20Bemax%20Public%20Report%20Form%202012%20to%2031%20May%202012.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-26-00%20564828%20Public%20Version%20-%20Bemax%20Public%20Report%20Form%202012%20to%2031%20May%202012.doc,318,2011-2012,Western Australia,Cristal Mining Australia Limited,
60009247858:2012-2013,60009247858,DOC, - 90.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2003-34-00%20612448%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_Cristal%20Mining%20Report.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2003-34-00%20612448%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_Cristal%20Mining%20Report.doc,329,2012-2013,Western Australia,Cristal Mining Australia Limited,
60009247858:2013-2014,60009247858,PDF, - 127.36 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ooy25vsmuf.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ooy25vsmuf.pdf,332,2013-2014,WA,Cristal Mining Australia Limited,
60009247858:2014-2015,60009247858,PDF, - 131.03 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ll5ds0avyh.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_ll5ds0avyh.pdf,317,2014-2015,WA,Cristal Mining Australia Limited,
60009247858:2015-2016,60009247858,PDF, - 348.13 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Cristal Mining Australia Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cso1jq5phe.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cso1jq5phe.pdf,300,2015-2016,WA,Cristal Mining Australia Limited,
60076157045:2009-2010,60076157045,DOC, - 215 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Linc Energy Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-42-00%20503298%20Public%20Version%20-%20Public_Report_Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-42-00%20503298%20Public%20Version%20-%20Public_Report_Form.doc,114,2009-2010,Queensland,Linc Energy Ltd,
60076157045:2010-2011,60076157045,DOC, - 128.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Linc Energy Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-51-00%20530383%20Public%20Version%20-%202011Public_Report_Form.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-51-00%20530383%20Public%20Version%20-%202011Public_Report_Form.doc,151,2010-2011,Queensland,Linc Energy Ltd,
60076157045:2011-2012,60076157045,RTF, - 327.54 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Linc Energy Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-20-00%20559321%20Public%20Version%20-%20Public_Report_Form_RTF.rtf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-20-00%20559321%20Public%20Version%20-%20Public_Report_Form_RTF.rtf,162,2011-2012,Queensland,Linc Energy Ltd,
60076157045:2012-2013,60076157045,DOC, - 85 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Linc Energy Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-06-24%2010-01-00%20605205%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-06-24%2010-01-00%20605205%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013.doc,136,2012-2013,Queensland,Linc Energy Ltd,
60076157045:2013-2014,60076157045,PDF, - 133.74 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Linc Energy Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_oghz2vefw9.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_oghz2vefw9.pdf,136,2013-2014,QLD,Linc Energy Ltd,
60097091506:2014-2015,60097091506,PDF, - 135.59 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,OM (Manganese) Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_kzmmf5ivpq.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_kzmmf5ivpq.pdf,144,2014-2015,WA,OM (Manganese) Ltd,
61001401663:2012-2013,61001401663,DOCX, - 34.22 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Peabody Energy Australia Coal Pty Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-24%2002-54-00%20626961%20Public%20Version%20-%20Peabody%20Energy%20Australia%20Coal%20Pty%20Limited%202012-2013%20report.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-24%2002-54-00%20626961%20Public%20Version%20-%20Peabody%20Energy%20Australia%20Coal%20Pty%20Limited%202012-2013%20report.docx,2036,2012-2013,Queensland,Peabody Energy Australia Coal Pty Limited,
61005674073:2011-2012,61005674073,DOCX, - 52.64 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Unity Mining Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-20-00%20559989%20Public%20Version%20-%20EOWA%20Public%20Report%20Form%202011%20to%202012%20Reporting%20Year%20-%20Submitted.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-20-00%20559989%20Public%20Version%20-%20EOWA%20Public%20Report%20Form%202011%20to%202012%20Reporting%20Year%20-%20Submitted.docx,129,2011-2012,Victoria,Unity Mining Limited,
61005674073:2012-2013,61005674073,DOC, - 78.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Unity Mining Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-14%2004-49-00%20623340%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_0%20%283%29.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-14%2004-49-00%20623340%20Public%20Version%20-%202012-12-10-Public_Report_Form_2012-2013_0%20%283%29.doc,146,2012-2013,Victoria,Unity Mining Limited,
61005674073:2013-2014,61005674073,PDF, - 127.22 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Unity Mining Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_1nwhnwmtyu.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_1nwhnwmtyu.pdf,114,2013-2014,VIC,Unity Mining Limited,
61005674073:2014-2015,61005674073,PDF, - 122.26 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Unity Mining Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_skhjv4zsky.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_skhjv4zsky.pdf,128,2014-2015,VIC,Unity Mining Limited,
62000251025:2006-2007,62000251025,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-34-00%20430122%20Public%20Version%20-%20EOWA%20Report_Papuan%20Oil%20Search%20Limited_Final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-34-00%20430122%20Public%20Version%20-%20EOWA%20Report_Papuan%20Oil%20Search%20Limited_Final.doc,206,2006-2007,New South Wales,Papuan Oil Search Limited,
62000251025:2007-2008,62000251025,DOC, - 164 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-14-00%20453760%20Public%20Version%20-%202008%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-14-00%20453760%20Public%20Version%20-%202008%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED.doc,209,2007-2008,New South Wales,Papuan Oil Search Limited,
62000251025:2008-2009,62000251025,DOC, - 380 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-50-00%20481117%20Public%20Version%20-%202009%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-50-00%20481117%20Public%20Version%20-%202009%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED.doc,169,2008-2009,New South Wales,Papuan Oil Search Limited,
62000251025:2009-2010,62000251025,DOC, - 147 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-52-00%20504751%20Public%20Version%20-%202010%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED_Final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2004-52-00%20504751%20Public%20Version%20-%202010%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED_Final.doc,178,2009-2010,New South Wales,Papuan Oil Search Limited,
62000251025:2010-2011,62000251025,DOC, - 167 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-50-00%20530288%20Public%20Version%20-%202011%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED_Final.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2006-50-00%20530288%20Public%20Version%20-%202011%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED_Final.doc,182,2010-2011,New South Wales,Papuan Oil Search Limited,
62000251025:2011-2012,62000251025,DOCX, - 70.85 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-18%2002-37-00%20564896%20Public%20Version%20-%202012%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED_FINAL.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-07-18%2002-37-00%20564896%20Public%20Version%20-%202012%20EOWA%20Report%20PAPUAN%20OIL%20SEARCH%20LIMITED_FINAL.docx,198,2011-2012,New South Wales,Papuan Oil Search Limited,
62000251025:2012-2013,62000251025,PDF, - 406.38 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-09%2004-23-00%20611662%20Public%20Version%20-%202013%20-%20Workplace%20Gender%20Equality-%20%20Public%20Report%20Form.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-09%2004-23-00%20611662%20Public%20Version%20-%202013%20-%20Workplace%20Gender%20Equality-%20%20Public%20Report%20Form.pdf,225,2012-2013,New South Wales,Papuan Oil Search Limited,
62000251025:2013-2014,62000251025,PDF, - 129.4 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2kibrxdbit.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_2kibrxdbit.pdf,256,2013-2014,NSW,Papuan Oil Search Limited,
62000251025:2014-2015,62000251025,PDF, - 135.4 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_vtwsv2y8dc.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_vtwsv2y8dc.pdf,295,2014-2015,NSW,Papuan Oil Search Limited,
62000251025:2015-2016,62000251025,PDF, - 350.73 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Papuan Oil Search Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_nepfr3uipv.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_nepfr3uipv.pdf,248,2015-2016,NSW,Papuan Oil Search Limited,
62003771382:2006-2007,62003771382,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2010-21-00%20432518%20Public%20Version%20-%20Public_Report_Form_May2007_sandv.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2010-21-00%20432518%20Public%20Version%20-%20Public_Report_Form_May2007_sandv.doc,2101,2006-2007,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2007-2008,62003771382,DOC, - 171 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-17-00%20455517%20Public%20Version%20-%20Public_Report_Form_%20Apr2008%20-%20ver%202.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-02-18%2006-17-00%20455517%20Public%20Version%20-%20Public_Report_Form_%20Apr2008%20-%20ver%202.doc,2560,2007-2008,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2008-2009,62003771382,DOC, - 231.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-58-00%20481995%20Public%20Version%20-%20Sandvik%20Mining%20and%20Construction%20%20Public_Report_Form_%202009.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2009-11-26%2003-58-00%20481995%20Public%20Version%20-%20Sandvik%20Mining%20and%20Construction%20%20Public_Report_Form_%202009.doc,2002,2008-2009,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2009-2010,62003771382,DOC, - 129.5 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-50-00%20508976%20Public%20Version%20-%20Public_Report%20SMC%20Australia.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2010-12-14%2005-50-00%20508976%20Public%20Version%20-%20Public_Report%20SMC%20Australia.doc,1820,2009-2010,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2010-2011,62003771382,DOC, - 241.64 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-25-00%20534646%20Public%20Version%20-%20Sandvik%20Mining%20and%20Construction.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2012-01-24%2007-25-00%20534646%20Public%20Version%20-%20Sandvik%20Mining%20and%20Construction.doc,1892,2010-2011,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2011-2012,62003771382,DOCX, - 61.3 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-22-00%20562454%20Public%20Version%20-%20Final%20Report%20%20Public_Report_Form%2031052012.docx,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-01-21%2003-22-00%20562454%20Public%20Version%20-%20Final%20Report%20%20Public_Report_Form%2031052012.docx,1899,2011-2012,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2012-2013,62003771382,DOC, - 75 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2011-29-00%20616648%20Public%20Version%20-%20sandvik.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2013-10-08%2011-29-00%20616648%20Public%20Version%20-%20sandvik.doc,2030,2012-2013,Queensland,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2013-2014,62003771382,PDF, - 130.61 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_olt7f33od1.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_olt7f33od1.pdf,1950,2013-2014,QLD,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2014-2015,62003771382,PDF, - 137.83 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_bi5hgp0plv.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_bi5hgp0plv.pdf,1293,2014-2015,QLD,Sandvik Mining and Construction Australia Pty Ltd,
62003771382:2015-2016,62003771382,PDF, - 346.88 KB,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Sandvik Mining and Construction Australia Pty Ltd,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cotoderqm9.pdf,https:\/\/www.wgea.gov.au\/sites\/default\/files\/public_reports\/tempPublicReport_cotoderqm9.pdf,1106,2015-2016,QLD,Sandvik Mining and Construction Australia Pty Ltd,
62004219738:2006-2007,62004219738,DOC,,https:\/\/www.wgea.gov.au\/sites\/all\/themes\/wgea\/images\/TitleImg2.png,,,,,,,,,Mining,Rio Tinto Services Limited,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-37-00%20432314%20Public%20Version%20-%20EOWA%20Report%20-%20Rio%20Tinto%20Services.doc,https:\/\/www.wgea.gov.au\/sites\/default\/files\/2008-02-19%2009-37-00%20432314%20Public%20Version%20-%20EOWA%20Report%20-%20Rio%20Tinto%20Services.doc,265,2006-2007,Victoria,Rio Tinto Services Limited,
